District,Month,Year,Description,Keywords
Anantapur,April,2017-18,The dataset provides the details of disbursement of the Anantapur district treasury for the month of April in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Anantapur', 'April', '2017-18', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Welfare of Scheduled Tribes', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Legal Advisors and Counsels', 'Allopathy', 'District Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Police Training Institutions', 'Industrial Training Institutes']"
Anantapur,May,2017-18,The dataset provides the details of disbursement of the Anantapur district treasury for the month of May in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Anantapur', 'May', '2017-18', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Welfare of Scheduled Tribes', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Legal Advisors and Counsels', 'Allopathy', 'District Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Police Training Institutions', 'Industrial Training Institutes']"
Anantapur,June,2017-18,The dataset provides the details of disbursement of the Anantapur district treasury for the month of June in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Anantapur', 'June', '2017-18', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Welfare of Scheduled Tribes', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Legal Advisors and Counsels', 'Allopathy', 'District Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Police Training Institutions', 'Industrial Training Institutes']"
Anantapur,July,2017-18,The dataset provides the details of disbursement of the Anantapur district treasury for the month of July in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Anantapur', 'July', '2017-18', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Welfare of Scheduled Tribes', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Legal Advisors and Counsels', 'Allopathy', 'District Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Police Training Institutions', 'Industrial Training Institutes']"
Anantapur,August,2017-18,The dataset provides the details of disbursement of the Anantapur district treasury for the month of August in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Anantapur', 'August', '2017-18', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Welfare of Scheduled Tribes', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Legal Advisors and Counsels', 'Allopathy', 'District Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Police Training Institutions', 'Industrial Training Institutes']"
Anantapur,September,2017-18,The dataset provides the details of disbursement of the Anantapur district treasury for the month of September in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Anantapur', 'September', '2017-18', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Welfare of Scheduled Tribes', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Legal Advisors and Counsels', 'Allopathy', 'District Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Police Training Institutions', 'Industrial Training Institutes']"
Anantapur,October,2017-18,The dataset provides the details of disbursement of the Anantapur district treasury for the month of October in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Anantapur', 'October', '2017-18', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Welfare of Scheduled Tribes', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Legal Advisors and Counsels', 'Allopathy', 'District Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Police Training Institutions', 'Industrial Training Institutes']"
Anantapur,November,2017-18,The dataset provides the details of disbursement of the Anantapur district treasury for the month of November in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Anantapur', 'November', '2017-18', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Welfare of Scheduled Tribes', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Legal Advisors and Counsels', 'Allopathy', 'District Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Police Training Institutions', 'Industrial Training Institutes']"
Anantapur,December,2017-18,The dataset provides the details of disbursement of the Anantapur district treasury for the month of December in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Anantapur', 'December', '2017-18', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Welfare of Scheduled Tribes', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Legal Advisors and Counsels', 'Allopathy', 'District Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Police Training Institutions', 'Industrial Training Institutes']"
Anantapur,January,2017-18,The dataset provides the details of disbursement of the Anantapur district treasury for the month of January in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Anantapur', 'January', '2017-18', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Welfare of Scheduled Tribes', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Legal Advisors and Counsels', 'Allopathy', 'District Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Police Training Institutions', 'Industrial Training Institutes']"
