District,Month,Year,Description,Keywords
Anantapur,April,2015-16,The dataset provides the details of disbursement of the Anantapur district treasury for the month of April in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Anantapur', 'April', '2015-16', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Surveys and Statistics', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Government Colleges and Institutes', 'Legal Advisors and Counsels', 'District Offices', 'Government Hostels', 'Industrial Training Institutes', 'District Police Force', 'Educational Institutions', 'Headquarters Office']"
Anantapur,May,2015-16,The dataset provides the details of disbursement of the Anantapur district treasury for the month of May in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Anantapur', 'May', '2015-16', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Surveys and Statistics', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Government Colleges and Institutes', 'Legal Advisors and Counsels', 'District Offices', 'Government Hostels', 'Industrial Training Institutes', 'District Police Force', 'Educational Institutions', 'Headquarters Office']"
Anantapur,June,2015-16,The dataset provides the details of disbursement of the Anantapur district treasury for the month of June in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Anantapur', 'June', '2015-16', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Surveys and Statistics', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Government Colleges and Institutes', 'Legal Advisors and Counsels', 'District Offices', 'Government Hostels', 'Industrial Training Institutes', 'District Police Force', 'Educational Institutions', 'Headquarters Office']"
Anantapur,July,2015-16,The dataset provides the details of disbursement of the Anantapur district treasury for the month of July in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Anantapur', 'July', '2015-16', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Surveys and Statistics', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Government Colleges and Institutes', 'Legal Advisors and Counsels', 'District Offices', 'Government Hostels', 'Industrial Training Institutes', 'District Police Force', 'Educational Institutions', 'Headquarters Office']"
Anantapur,August,2015-16,The dataset provides the details of disbursement of the Anantapur district treasury for the month of August in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Anantapur', 'August', '2015-16', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Surveys and Statistics', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Government Colleges and Institutes', 'Legal Advisors and Counsels', 'District Offices', 'Government Hostels', 'Industrial Training Institutes', 'District Police Force', 'Educational Institutions', 'Headquarters Office']"
Anantapur,September,2015-16,The dataset provides the details of disbursement of the Anantapur district treasury for the month of September in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Anantapur', 'September', '2015-16', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Surveys and Statistics', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Government Colleges and Institutes', 'Legal Advisors and Counsels', 'District Offices', 'Government Hostels', 'Industrial Training Institutes', 'District Police Force', 'Educational Institutions', 'Headquarters Office']"
Anantapur,October,2015-16,The dataset provides the details of disbursement of the Anantapur district treasury for the month of October in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Anantapur', 'October', '2015-16', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Surveys and Statistics', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Government Colleges and Institutes', 'Legal Advisors and Counsels', 'District Offices', 'Government Hostels', 'Industrial Training Institutes', 'District Police Force', 'Educational Institutions', 'Headquarters Office']"
Anantapur,November,2015-16,The dataset provides the details of disbursement of the Anantapur district treasury for the month of November in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Anantapur', 'November', '2015-16', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Surveys and Statistics', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Government Colleges and Institutes', 'Legal Advisors and Counsels', 'District Offices', 'Government Hostels', 'Industrial Training Institutes', 'District Police Force', 'Educational Institutions', 'Headquarters Office']"
Anantapur,December,2015-16,The dataset provides the details of disbursement of the Anantapur district treasury for the month of December in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Anantapur', 'December', '2015-16', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Surveys and Statistics', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Government Colleges and Institutes', 'Legal Advisors and Counsels', 'District Offices', 'Government Hostels', 'Industrial Training Institutes', 'District Police Force', 'Educational Institutions', 'Headquarters Office']"
Anantapur,January,2015-16,The dataset provides the details of disbursement of the Anantapur district treasury for the month of January in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Anantapur', 'January', '2015-16', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Surveys and Statistics', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Government Colleges and Institutes', 'Legal Advisors and Counsels', 'District Offices', 'Government Hostels', 'Industrial Training Institutes', 'District Police Force', 'Educational Institutions', 'Headquarters Office']"
