District,Month,Year,Description,Keywords
Guntur,April,2017-18,The dataset provides the details of disbursement of the Guntur district treasury for the month of April in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Guntur', 'April', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Secondary Education', 'University and Higher Education', 'Labour', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'Child Welfare', 'Administration of Religious and Charitable Endowments Act', 'District Offices', 'Government Hostels', 'Regional Offices', 'District Police Force', 'Headquarters Office', 'Andhra Pradesh Special Police Units']"
Guntur,May,2017-18,The dataset provides the details of disbursement of the Guntur district treasury for the month of May in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Guntur', 'May', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Secondary Education', 'University and Higher Education', 'Labour', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'Child Welfare', 'Administration of Religious and Charitable Endowments Act', 'District Offices', 'Government Hostels', 'Regional Offices', 'District Police Force', 'Headquarters Office', 'Andhra Pradesh Special Police Units']"
Guntur,June,2017-18,The dataset provides the details of disbursement of the Guntur district treasury for the month of June in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Guntur', 'June', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Secondary Education', 'University and Higher Education', 'Labour', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'Child Welfare', 'Administration of Religious and Charitable Endowments Act', 'District Offices', 'Government Hostels', 'Regional Offices', 'District Police Force', 'Headquarters Office', 'Andhra Pradesh Special Police Units']"
Guntur,July,2017-18,The dataset provides the details of disbursement of the Guntur district treasury for the month of July in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Guntur', 'July', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Secondary Education', 'University and Higher Education', 'Labour', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'Child Welfare', 'Administration of Religious and Charitable Endowments Act', 'District Offices', 'Government Hostels', 'Regional Offices', 'District Police Force', 'Headquarters Office', 'Andhra Pradesh Special Police Units']"
Guntur,August,2017-18,The dataset provides the details of disbursement of the Guntur district treasury for the month of August in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Guntur', 'August', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Secondary Education', 'University and Higher Education', 'Labour', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'Child Welfare', 'Administration of Religious and Charitable Endowments Act', 'District Offices', 'Government Hostels', 'Regional Offices', 'District Police Force', 'Headquarters Office', 'Andhra Pradesh Special Police Units']"
Guntur,September,2017-18,The dataset provides the details of disbursement of the Guntur district treasury for the month of September in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Guntur', 'September', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Secondary Education', 'University and Higher Education', 'Labour', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'Child Welfare', 'Administration of Religious and Charitable Endowments Act', 'District Offices', 'Government Hostels', 'Regional Offices', 'District Police Force', 'Headquarters Office', 'Andhra Pradesh Special Police Units']"
Guntur,October,2017-18,The dataset provides the details of disbursement of the Guntur district treasury for the month of October in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Guntur', 'October', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Secondary Education', 'University and Higher Education', 'Labour', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'Child Welfare', 'Administration of Religious and Charitable Endowments Act', 'District Offices', 'Government Hostels', 'Regional Offices', 'District Police Force', 'Headquarters Office', 'Andhra Pradesh Special Police Units']"
Guntur,November,2017-18,The dataset provides the details of disbursement of the Guntur district treasury for the month of November in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Guntur', 'November', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Secondary Education', 'University and Higher Education', 'Labour', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'Child Welfare', 'Administration of Religious and Charitable Endowments Act', 'District Offices', 'Government Hostels', 'Regional Offices', 'District Police Force', 'Headquarters Office', 'Andhra Pradesh Special Police Units']"
Guntur,December,2017-18,The dataset provides the details of disbursement of the Guntur district treasury for the month of December in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Guntur', 'December', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Secondary Education', 'University and Higher Education', 'Labour', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'Child Welfare', 'Administration of Religious and Charitable Endowments Act', 'District Offices', 'Government Hostels', 'Regional Offices', 'District Police Force', 'Headquarters Office', 'Andhra Pradesh Special Police Units']"
Guntur,January,2017-18,The dataset provides the details of disbursement of the Guntur district treasury for the month of January in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Guntur', 'January', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Secondary Education', 'University and Higher Education', 'Labour', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'Child Welfare', 'Administration of Religious and Charitable Endowments Act', 'District Offices', 'Government Hostels', 'Regional Offices', 'District Police Force', 'Headquarters Office', 'Andhra Pradesh Special Police Units']"
Guntur,February,2017-18,The dataset provides the details of disbursement of the Guntur district treasury for the month of February in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Guntur', 'February', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Secondary Education', 'University and Higher Education', 'Labour', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'Child Welfare', 'Administration of Religious and Charitable Endowments Act', 'District Offices', 'Government Hostels', 'Regional Offices', 'District Police Force', 'Headquarters Office', 'Andhra Pradesh Special Police Units']"
