District,Month,Year,Description,Keywords
Chittoor,April,2017-18,The dataset provides the details of disbursement of the Chittoor district treasury for the month of April in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Chittoor', 'April', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Child Welfare', 'Legal Advisors and Counsels', 'Civil and Sessions Courts', 'Allopathy', 'District Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'Regional Offices', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries']"
Chittoor,May,2017-18,The dataset provides the details of disbursement of the Chittoor district treasury for the month of May in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Chittoor', 'May', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Child Welfare', 'Legal Advisors and Counsels', 'Civil and Sessions Courts', 'Allopathy', 'District Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'Regional Offices', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries']"
Chittoor,June,2017-18,The dataset provides the details of disbursement of the Chittoor district treasury for the month of June in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Chittoor', 'June', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Child Welfare', 'Legal Advisors and Counsels', 'Civil and Sessions Courts', 'Allopathy', 'District Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'Regional Offices', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries']"
Chittoor,July,2017-18,The dataset provides the details of disbursement of the Chittoor district treasury for the month of July in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Chittoor', 'July', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Child Welfare', 'Legal Advisors and Counsels', 'Civil and Sessions Courts', 'Allopathy', 'District Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'Regional Offices', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries']"
Chittoor,August,2017-18,The dataset provides the details of disbursement of the Chittoor district treasury for the month of August in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Chittoor', 'August', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Child Welfare', 'Legal Advisors and Counsels', 'Civil and Sessions Courts', 'Allopathy', 'District Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'Regional Offices', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries']"
Chittoor,September,2017-18,The dataset provides the details of disbursement of the Chittoor district treasury for the month of September in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Chittoor', 'September', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Child Welfare', 'Legal Advisors and Counsels', 'Civil and Sessions Courts', 'Allopathy', 'District Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'Regional Offices', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries']"
Chittoor,October,2017-18,The dataset provides the details of disbursement of the Chittoor district treasury for the month of October in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Chittoor', 'October', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Child Welfare', 'Legal Advisors and Counsels', 'Civil and Sessions Courts', 'Allopathy', 'District Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'Regional Offices', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries']"
Chittoor,November,2017-18,The dataset provides the details of disbursement of the Chittoor district treasury for the month of November in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Chittoor', 'November', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Child Welfare', 'Legal Advisors and Counsels', 'Civil and Sessions Courts', 'Allopathy', 'District Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'Regional Offices', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries']"
Chittoor,December,2017-18,The dataset provides the details of disbursement of the Chittoor district treasury for the month of December in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Chittoor', 'December', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Child Welfare', 'Legal Advisors and Counsels', 'Civil and Sessions Courts', 'Allopathy', 'District Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'Regional Offices', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries']"
Chittoor,January,2017-18,The dataset provides the details of disbursement of the Chittoor district treasury for the month of January in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Chittoor', 'January', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Child Welfare', 'Legal Advisors and Counsels', 'Civil and Sessions Courts', 'Allopathy', 'District Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'Regional Offices', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries']"
