District,Month,Year,Description,Keywords
Westgodavari,April,2014-15,The dataset provides the details of disbursement of the Westgodavari district treasury for the month of April in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Westgodavari', 'April', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Labour and Employment', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Secondary Education', 'Surveys and Statistics', 'Welfare of Scheduled Castes', 'Direction and Administration', 'Education', 'Child Welfare', 'Government Colleges and Institutes', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
Westgodavari,May,2014-15,The dataset provides the details of disbursement of the Westgodavari district treasury for the month of May in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Westgodavari', 'May', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Labour and Employment', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Secondary Education', 'Surveys and Statistics', 'Welfare of Scheduled Castes', 'Direction and Administration', 'Education', 'Child Welfare', 'Government Colleges and Institutes', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
Westgodavari,June,2014-15,The dataset provides the details of disbursement of the Westgodavari district treasury for the month of June in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Westgodavari', 'June', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Labour and Employment', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Secondary Education', 'Surveys and Statistics', 'Welfare of Scheduled Castes', 'Direction and Administration', 'Education', 'Child Welfare', 'Government Colleges and Institutes', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
Westgodavari,July,2014-15,The dataset provides the details of disbursement of the Westgodavari district treasury for the month of July in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Westgodavari', 'July', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Labour and Employment', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Secondary Education', 'Surveys and Statistics', 'Welfare of Scheduled Castes', 'Direction and Administration', 'Education', 'Child Welfare', 'Government Colleges and Institutes', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
Westgodavari,August,2014-15,The dataset provides the details of disbursement of the Westgodavari district treasury for the month of August in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Westgodavari', 'August', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Labour and Employment', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Secondary Education', 'Surveys and Statistics', 'Welfare of Scheduled Castes', 'Direction and Administration', 'Education', 'Child Welfare', 'Government Colleges and Institutes', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
Westgodavari,September,2014-15,The dataset provides the details of disbursement of the Westgodavari district treasury for the month of September in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Westgodavari', 'September', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Labour and Employment', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Secondary Education', 'Surveys and Statistics', 'Welfare of Scheduled Castes', 'Direction and Administration', 'Education', 'Child Welfare', 'Government Colleges and Institutes', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
Westgodavari,October,2014-15,The dataset provides the details of disbursement of the Westgodavari district treasury for the month of October in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Westgodavari', 'October', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Labour and Employment', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Secondary Education', 'Surveys and Statistics', 'Welfare of Scheduled Castes', 'Direction and Administration', 'Education', 'Child Welfare', 'Government Colleges and Institutes', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
Westgodavari,November,2014-15,The dataset provides the details of disbursement of the Westgodavari district treasury for the month of November in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Westgodavari', 'November', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Labour and Employment', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Secondary Education', 'Surveys and Statistics', 'Welfare of Scheduled Castes', 'Direction and Administration', 'Education', 'Child Welfare', 'Government Colleges and Institutes', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
Westgodavari,December,2014-15,The dataset provides the details of disbursement of the Westgodavari district treasury for the month of December in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Westgodavari', 'December', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Labour and Employment', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Secondary Education', 'Surveys and Statistics', 'Welfare of Scheduled Castes', 'Direction and Administration', 'Education', 'Child Welfare', 'Government Colleges and Institutes', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
Westgodavari,January,2014-15,The dataset provides the details of disbursement of the Westgodavari district treasury for the month of January in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Westgodavari', 'January', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Labour and Employment', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Secondary Education', 'Surveys and Statistics', 'Welfare of Scheduled Castes', 'Direction and Administration', 'Education', 'Child Welfare', 'Government Colleges and Institutes', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
