District,Month,Year,Description,Keywords
Westgodavari,April,2017-18,The dataset provides the details of disbursement of the Westgodavari district treasury for the month of April in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Westgodavari', 'April', '2017-18', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Medical and Public Health', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Urban Health Services - Other Systems of Medicine', 'Direction and Administration', 'Education', 'Child Welfare', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries']"
Westgodavari,May,2017-18,The dataset provides the details of disbursement of the Westgodavari district treasury for the month of May in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Westgodavari', 'May', '2017-18', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Medical and Public Health', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Urban Health Services - Other Systems of Medicine', 'Direction and Administration', 'Education', 'Child Welfare', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries']"
Westgodavari,June,2017-18,The dataset provides the details of disbursement of the Westgodavari district treasury for the month of June in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Westgodavari', 'June', '2017-18', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Medical and Public Health', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Urban Health Services - Other Systems of Medicine', 'Direction and Administration', 'Education', 'Child Welfare', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries']"
Westgodavari,July,2017-18,The dataset provides the details of disbursement of the Westgodavari district treasury for the month of July in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Westgodavari', 'July', '2017-18', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Medical and Public Health', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Urban Health Services - Other Systems of Medicine', 'Direction and Administration', 'Education', 'Child Welfare', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries']"
Westgodavari,August,2017-18,The dataset provides the details of disbursement of the Westgodavari district treasury for the month of August in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Westgodavari', 'August', '2017-18', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Medical and Public Health', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Urban Health Services - Other Systems of Medicine', 'Direction and Administration', 'Education', 'Child Welfare', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries']"
Westgodavari,September,2017-18,The dataset provides the details of disbursement of the Westgodavari district treasury for the month of September in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Westgodavari', 'September', '2017-18', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Medical and Public Health', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Urban Health Services - Other Systems of Medicine', 'Direction and Administration', 'Education', 'Child Welfare', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries']"
Westgodavari,October,2017-18,The dataset provides the details of disbursement of the Westgodavari district treasury for the month of October in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Westgodavari', 'October', '2017-18', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Medical and Public Health', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Urban Health Services - Other Systems of Medicine', 'Direction and Administration', 'Education', 'Child Welfare', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries']"
Westgodavari,November,2017-18,The dataset provides the details of disbursement of the Westgodavari district treasury for the month of November in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Westgodavari', 'November', '2017-18', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Medical and Public Health', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Urban Health Services - Other Systems of Medicine', 'Direction and Administration', 'Education', 'Child Welfare', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries']"
Westgodavari,December,2017-18,The dataset provides the details of disbursement of the Westgodavari district treasury for the month of December in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Westgodavari', 'December', '2017-18', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Medical and Public Health', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Urban Health Services - Other Systems of Medicine', 'Direction and Administration', 'Education', 'Child Welfare', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries']"
Westgodavari,January,2017-18,The dataset provides the details of disbursement of the Westgodavari district treasury for the month of January in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Westgodavari', 'January', '2017-18', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Medical and Public Health', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Public Health', 'Secondary Education', 'Urban Health Services - Other Systems of Medicine', 'Direction and Administration', 'Education', 'Child Welfare', 'Welfare of Handicapped', 'Legal Advisors and Counsels', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries']"
