District,Month,Year,Description,Keywords
Visakhapatnam,April,2017-18,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of April in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'April', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Secondary Education', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Child Welfare', 'Welfare of Handicapped', 'Civil and Sessions Courts', 'Legal Advisors and Counsels', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Industrial Training Institutes']"
Visakhapatnam,May,2017-18,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of May in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'May', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Secondary Education', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Child Welfare', 'Welfare of Handicapped', 'Civil and Sessions Courts', 'Legal Advisors and Counsels', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Industrial Training Institutes']"
Visakhapatnam,June,2017-18,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of June in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'June', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Secondary Education', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Child Welfare', 'Welfare of Handicapped', 'Civil and Sessions Courts', 'Legal Advisors and Counsels', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Industrial Training Institutes']"
Visakhapatnam,July,2017-18,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of July in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'July', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Secondary Education', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Child Welfare', 'Welfare of Handicapped', 'Civil and Sessions Courts', 'Legal Advisors and Counsels', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Industrial Training Institutes']"
Visakhapatnam,August,2017-18,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of August in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'August', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Secondary Education', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Child Welfare', 'Welfare of Handicapped', 'Civil and Sessions Courts', 'Legal Advisors and Counsels', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Industrial Training Institutes']"
Visakhapatnam,September,2017-18,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of September in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'September', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Secondary Education', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Child Welfare', 'Welfare of Handicapped', 'Civil and Sessions Courts', 'Legal Advisors and Counsels', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Industrial Training Institutes']"
Visakhapatnam,October,2017-18,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of October in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'October', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Secondary Education', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Child Welfare', 'Welfare of Handicapped', 'Civil and Sessions Courts', 'Legal Advisors and Counsels', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Industrial Training Institutes']"
Visakhapatnam,November,2017-18,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of November in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'November', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Secondary Education', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Child Welfare', 'Welfare of Handicapped', 'Civil and Sessions Courts', 'Legal Advisors and Counsels', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Industrial Training Institutes']"
Visakhapatnam,December,2017-18,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of December in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'December', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Secondary Education', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Child Welfare', 'Welfare of Handicapped', 'Civil and Sessions Courts', 'Legal Advisors and Counsels', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Industrial Training Institutes']"
Visakhapatnam,January,2017-18,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of January in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'January', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Secondary Education', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Child Welfare', 'Welfare of Handicapped', 'Civil and Sessions Courts', 'Legal Advisors and Counsels', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Industrial Training Institutes']"
