District,Month,Year,Description,Keywords
Eastgodavari,April,2014-15,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of April in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'April', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Secondary Education', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Homeopathy', 'Child Welfare', 'Polytechnics', 'Prevention and Control of Diseases', 'District Offices', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
Eastgodavari,May,2014-15,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of May in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'May', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Secondary Education', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Homeopathy', 'Child Welfare', 'Polytechnics', 'Prevention and Control of Diseases', 'District Offices', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
Eastgodavari,June,2014-15,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of June in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'June', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Secondary Education', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Homeopathy', 'Child Welfare', 'Polytechnics', 'Prevention and Control of Diseases', 'District Offices', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
Eastgodavari,July,2014-15,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of July in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'July', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Secondary Education', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Homeopathy', 'Child Welfare', 'Polytechnics', 'Prevention and Control of Diseases', 'District Offices', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
Eastgodavari,August,2014-15,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of August in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'August', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Secondary Education', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Homeopathy', 'Child Welfare', 'Polytechnics', 'Prevention and Control of Diseases', 'District Offices', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
Eastgodavari,September,2014-15,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of September in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'September', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Secondary Education', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Homeopathy', 'Child Welfare', 'Polytechnics', 'Prevention and Control of Diseases', 'District Offices', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
Eastgodavari,October,2014-15,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of October in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'October', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Secondary Education', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Homeopathy', 'Child Welfare', 'Polytechnics', 'Prevention and Control of Diseases', 'District Offices', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
Eastgodavari,November,2014-15,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of November in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'November', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Secondary Education', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Homeopathy', 'Child Welfare', 'Polytechnics', 'Prevention and Control of Diseases', 'District Offices', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
Eastgodavari,December,2014-15,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of December in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'December', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Secondary Education', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Homeopathy', 'Child Welfare', 'Polytechnics', 'Prevention and Control of Diseases', 'District Offices', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
Eastgodavari,January,2014-15,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of January in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'January', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Secondary Education', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Homeopathy', 'Child Welfare', 'Polytechnics', 'Prevention and Control of Diseases', 'District Offices', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
Eastgodavari,February,2014-15,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of February in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'February', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Secondary Education', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Homeopathy', 'Child Welfare', 'Polytechnics', 'Prevention and Control of Diseases', 'District Offices', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
Eastgodavari,March,2014-15,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of March in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'March', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Public Health', 'Secondary Education', 'Welfare of Scheduled Tribes', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Direction and Administration', 'Education', 'Homeopathy', 'Child Welfare', 'Polytechnics', 'Prevention and Control of Diseases', 'District Offices', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Educational Institutions', 'Homeopathic Hospitals and Dispensaries']"
