District,Month,Year,Description,Keywords
Eastgodavari,April,2016-17,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of April in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'April', '2016-17', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Public Health', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Homeopathy', 'Child Welfare', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Integrated Child Development Service (ICDS)']"
Eastgodavari,May,2016-17,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of May in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'May', '2016-17', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Public Health', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Homeopathy', 'Child Welfare', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Integrated Child Development Service (ICDS)']"
Eastgodavari,June,2016-17,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of June in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'June', '2016-17', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Public Health', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Homeopathy', 'Child Welfare', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Integrated Child Development Service (ICDS)']"
Eastgodavari,July,2016-17,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of July in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'July', '2016-17', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Public Health', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Homeopathy', 'Child Welfare', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Integrated Child Development Service (ICDS)']"
Eastgodavari,August,2016-17,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of August in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'August', '2016-17', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Public Health', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Homeopathy', 'Child Welfare', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Integrated Child Development Service (ICDS)']"
Eastgodavari,September,2016-17,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of September in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'September', '2016-17', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Public Health', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Homeopathy', 'Child Welfare', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Integrated Child Development Service (ICDS)']"
Eastgodavari,October,2016-17,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of October in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'October', '2016-17', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Public Health', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Homeopathy', 'Child Welfare', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Integrated Child Development Service (ICDS)']"
Eastgodavari,November,2016-17,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of November in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'November', '2016-17', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Public Health', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Homeopathy', 'Child Welfare', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Integrated Child Development Service (ICDS)']"
Eastgodavari,December,2016-17,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of December in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'December', '2016-17', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Public Health', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Homeopathy', 'Child Welfare', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Integrated Child Development Service (ICDS)']"
Eastgodavari,January,2016-17,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of January in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'January', '2016-17', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Public Health', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Homeopathy', 'Child Welfare', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Integrated Child Development Service (ICDS)']"
