District,Month,Year,Description,Keywords
Krishna,April,2015-16,The dataset provides the details of disbursement of the Krishna district treasury for the month of April in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'April', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Administration of Justice', 'General Education', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Surveys and Statistics', 'Medical Education, Training and Research', 'Secondary Education', 'Direction and Administration', 'Education', 'Ayurveda', 'Civil and Sessions Courts', 'Homeopathy', 'Legal Advisors and Counsels', 'District Offices', 'Headquarters Office', 'Government Hostels', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries', 'Special Criminal Courts dealing with Offences under the Indian Penal Code and Protection of Civil Rights Act,1955 against Scheduled Castes and Scheduled Tribes']"
Krishna,May,2015-16,The dataset provides the details of disbursement of the Krishna district treasury for the month of May in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'May', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Administration of Justice', 'General Education', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Surveys and Statistics', 'Medical Education, Training and Research', 'Secondary Education', 'Direction and Administration', 'Education', 'Ayurveda', 'Civil and Sessions Courts', 'Homeopathy', 'Legal Advisors and Counsels', 'District Offices', 'Headquarters Office', 'Government Hostels', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries', 'Special Criminal Courts dealing with Offences under the Indian Penal Code and Protection of Civil Rights Act,1955 against Scheduled Castes and Scheduled Tribes']"
Krishna,June,2015-16,The dataset provides the details of disbursement of the Krishna district treasury for the month of June in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'June', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Administration of Justice', 'General Education', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Surveys and Statistics', 'Medical Education, Training and Research', 'Secondary Education', 'Direction and Administration', 'Education', 'Ayurveda', 'Civil and Sessions Courts', 'Homeopathy', 'Legal Advisors and Counsels', 'District Offices', 'Headquarters Office', 'Government Hostels', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries', 'Special Criminal Courts dealing with Offences under the Indian Penal Code and Protection of Civil Rights Act,1955 against Scheduled Castes and Scheduled Tribes']"
Krishna,July,2015-16,The dataset provides the details of disbursement of the Krishna district treasury for the month of July in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'July', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Administration of Justice', 'General Education', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Surveys and Statistics', 'Medical Education, Training and Research', 'Secondary Education', 'Direction and Administration', 'Education', 'Ayurveda', 'Civil and Sessions Courts', 'Homeopathy', 'Legal Advisors and Counsels', 'District Offices', 'Headquarters Office', 'Government Hostels', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries', 'Special Criminal Courts dealing with Offences under the Indian Penal Code and Protection of Civil Rights Act,1955 against Scheduled Castes and Scheduled Tribes']"
Krishna,August,2015-16,The dataset provides the details of disbursement of the Krishna district treasury for the month of August in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'August', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Administration of Justice', 'General Education', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Surveys and Statistics', 'Medical Education, Training and Research', 'Secondary Education', 'Direction and Administration', 'Education', 'Ayurveda', 'Civil and Sessions Courts', 'Homeopathy', 'Legal Advisors and Counsels', 'District Offices', 'Headquarters Office', 'Government Hostels', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries', 'Special Criminal Courts dealing with Offences under the Indian Penal Code and Protection of Civil Rights Act,1955 against Scheduled Castes and Scheduled Tribes']"
Krishna,September,2015-16,The dataset provides the details of disbursement of the Krishna district treasury for the month of September in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'September', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Administration of Justice', 'General Education', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Surveys and Statistics', 'Medical Education, Training and Research', 'Secondary Education', 'Direction and Administration', 'Education', 'Ayurveda', 'Civil and Sessions Courts', 'Homeopathy', 'Legal Advisors and Counsels', 'District Offices', 'Headquarters Office', 'Government Hostels', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries', 'Special Criminal Courts dealing with Offences under the Indian Penal Code and Protection of Civil Rights Act,1955 against Scheduled Castes and Scheduled Tribes']"
Krishna,October,2015-16,The dataset provides the details of disbursement of the Krishna district treasury for the month of October in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'October', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Administration of Justice', 'General Education', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Surveys and Statistics', 'Medical Education, Training and Research', 'Secondary Education', 'Direction and Administration', 'Education', 'Ayurveda', 'Civil and Sessions Courts', 'Homeopathy', 'Legal Advisors and Counsels', 'District Offices', 'Headquarters Office', 'Government Hostels', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries', 'Special Criminal Courts dealing with Offences under the Indian Penal Code and Protection of Civil Rights Act,1955 against Scheduled Castes and Scheduled Tribes']"
Krishna,November,2015-16,The dataset provides the details of disbursement of the Krishna district treasury for the month of November in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'November', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Administration of Justice', 'General Education', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Surveys and Statistics', 'Medical Education, Training and Research', 'Secondary Education', 'Direction and Administration', 'Education', 'Ayurveda', 'Civil and Sessions Courts', 'Homeopathy', 'Legal Advisors and Counsels', 'District Offices', 'Headquarters Office', 'Government Hostels', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries', 'Special Criminal Courts dealing with Offences under the Indian Penal Code and Protection of Civil Rights Act,1955 against Scheduled Castes and Scheduled Tribes']"
Krishna,December,2015-16,The dataset provides the details of disbursement of the Krishna district treasury for the month of December in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'December', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Administration of Justice', 'General Education', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Surveys and Statistics', 'Medical Education, Training and Research', 'Secondary Education', 'Direction and Administration', 'Education', 'Ayurveda', 'Civil and Sessions Courts', 'Homeopathy', 'Legal Advisors and Counsels', 'District Offices', 'Headquarters Office', 'Government Hostels', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries', 'Special Criminal Courts dealing with Offences under the Indian Penal Code and Protection of Civil Rights Act,1955 against Scheduled Castes and Scheduled Tribes']"
Krishna,January,2015-16,The dataset provides the details of disbursement of the Krishna district treasury for the month of January in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'January', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Administration of Justice', 'General Education', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Surveys and Statistics', 'Medical Education, Training and Research', 'Secondary Education', 'Direction and Administration', 'Education', 'Ayurveda', 'Civil and Sessions Courts', 'Homeopathy', 'Legal Advisors and Counsels', 'District Offices', 'Headquarters Office', 'Government Hostels', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries', 'Special Criminal Courts dealing with Offences under the Indian Penal Code and Protection of Civil Rights Act,1955 against Scheduled Castes and Scheduled Tribes']"
Krishna,February,2015-16,The dataset provides the details of disbursement of the Krishna district treasury for the month of February in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'February', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Administration of Justice', 'General Education', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Surveys and Statistics', 'Medical Education, Training and Research', 'Secondary Education', 'Direction and Administration', 'Education', 'Ayurveda', 'Civil and Sessions Courts', 'Homeopathy', 'Legal Advisors and Counsels', 'District Offices', 'Headquarters Office', 'Government Hostels', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries', 'Special Criminal Courts dealing with Offences under the Indian Penal Code and Protection of Civil Rights Act,1955 against Scheduled Castes and Scheduled Tribes']"
Krishna,March,2015-16,The dataset provides the details of disbursement of the Krishna district treasury for the month of March in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'March', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Administration of Justice', 'General Education', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Public Health', 'Surveys and Statistics', 'Medical Education, Training and Research', 'Secondary Education', 'Direction and Administration', 'Education', 'Ayurveda', 'Civil and Sessions Courts', 'Homeopathy', 'Legal Advisors and Counsels', 'District Offices', 'Headquarters Office', 'Government Hostels', 'District Police Force', 'Ayurvedic Hospitals and Dispensaries', 'Special Criminal Courts dealing with Offences under the Indian Penal Code and Protection of Civil Rights Act,1955 against Scheduled Castes and Scheduled Tribes']"
