District,Month,Year,Description,Keywords
Visakhapatnam,April,2015-16,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of April in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'April', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Child Welfare', 'Civil and Sessions Courts', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Industrial Training Institutes', 'Government Hostels', 'District Police Force']"
Visakhapatnam,May,2015-16,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of May in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'May', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Child Welfare', 'Civil and Sessions Courts', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Industrial Training Institutes', 'Government Hostels', 'District Police Force']"
Visakhapatnam,June,2015-16,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of June in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'June', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Child Welfare', 'Civil and Sessions Courts', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Industrial Training Institutes', 'Government Hostels', 'District Police Force']"
Visakhapatnam,July,2015-16,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of July in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'July', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Child Welfare', 'Civil and Sessions Courts', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Industrial Training Institutes', 'Government Hostels', 'District Police Force']"
Visakhapatnam,August,2015-16,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of August in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'August', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Child Welfare', 'Civil and Sessions Courts', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Industrial Training Institutes', 'Government Hostels', 'District Police Force']"
Visakhapatnam,September,2015-16,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of September in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'September', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Child Welfare', 'Civil and Sessions Courts', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Industrial Training Institutes', 'Government Hostels', 'District Police Force']"
Visakhapatnam,October,2015-16,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of October in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'October', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Child Welfare', 'Civil and Sessions Courts', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Industrial Training Institutes', 'Government Hostels', 'District Police Force']"
Visakhapatnam,November,2015-16,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of November in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'November', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Child Welfare', 'Civil and Sessions Courts', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Industrial Training Institutes', 'Government Hostels', 'District Police Force']"
Visakhapatnam,December,2015-16,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of December in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'December', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Child Welfare', 'Civil and Sessions Courts', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Industrial Training Institutes', 'Government Hostels', 'District Police Force']"
Visakhapatnam,January,2015-16,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of January in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'January', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Child Welfare', 'Civil and Sessions Courts', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Industrial Training Institutes', 'Government Hostels', 'District Police Force']"
Visakhapatnam,February,2015-16,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of February in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'February', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Child Welfare', 'Civil and Sessions Courts', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Industrial Training Institutes', 'Government Hostels', 'District Police Force']"
Visakhapatnam,March,2015-16,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of March in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'March', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Surveys and Statistics', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Child Welfare', 'Civil and Sessions Courts', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Industrial Training Institutes', 'Government Hostels', 'District Police Force']"
