District,Month,Year,Description,Keywords
Visakhapatnam,April,2014-15,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of April in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'April', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Labour and Employment', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Secondary Education', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Civil and Sessions Courts', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Headquarters Office', 'Economic Support Schemes']"
Visakhapatnam,May,2014-15,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of May in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'May', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Labour and Employment', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Secondary Education', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Civil and Sessions Courts', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Headquarters Office', 'Economic Support Schemes']"
Visakhapatnam,June,2014-15,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of June in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'June', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Labour and Employment', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Secondary Education', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Civil and Sessions Courts', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Headquarters Office', 'Economic Support Schemes']"
Visakhapatnam,July,2014-15,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of July in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'July', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Labour and Employment', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Secondary Education', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Civil and Sessions Courts', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Headquarters Office', 'Economic Support Schemes']"
Visakhapatnam,August,2014-15,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of August in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'August', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Labour and Employment', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Secondary Education', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Civil and Sessions Courts', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Headquarters Office', 'Economic Support Schemes']"
Visakhapatnam,September,2014-15,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of September in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'September', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Labour and Employment', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Secondary Education', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Civil and Sessions Courts', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Headquarters Office', 'Economic Support Schemes']"
Visakhapatnam,October,2014-15,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of October in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'October', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Labour and Employment', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Secondary Education', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Civil and Sessions Courts', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Headquarters Office', 'Economic Support Schemes']"
Visakhapatnam,November,2014-15,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of November in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'November', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Labour and Employment', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Secondary Education', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Civil and Sessions Courts', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Headquarters Office', 'Economic Support Schemes']"
Visakhapatnam,December,2014-15,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of December in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'December', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Labour and Employment', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Secondary Education', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Civil and Sessions Courts', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Headquarters Office', 'Economic Support Schemes']"
Visakhapatnam,January,2014-15,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of January in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'January', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Labour and Employment', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Secondary Education', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Civil and Sessions Courts', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Headquarters Office', 'Economic Support Schemes']"
Visakhapatnam,February,2014-15,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of February in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'February', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Labour and Employment', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Secondary Education', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Civil and Sessions Courts', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Headquarters Office', 'Economic Support Schemes']"
Visakhapatnam,March,2014-15,The dataset provides the details of disbursement of the Visakhapatnam district treasury for the month of March in the fiscal year 2014-15.,"['District Treasury', 'Andhra Pradesh', 'Visakhapatnam', 'March', '2014-15', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Labour and Employment', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Public Health', 'Welfare of Scheduled Castes', 'Urban Health Services - Allopathy', 'Secondary Education', 'Direction and Administration', 'Education', 'Welfare of Handicapped', 'Child Welfare', 'Civil and Sessions Courts', 'Government Colleges and Institutes', 'District Offices', 'Regional Offices', 'Government Hostels', 'Industrial Training Institutes', 'Headquarters Office', 'Economic Support Schemes']"
