District,Month,Year,Description,Keywords
Chittoor,April,2016-17,The dataset provides the details of disbursement of the Chittoor district treasury for the month of April in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'Chittoor', 'April', '2016-17', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Forestry', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Child Welfare', 'Legal Advisors and Counsels', 'Correctional Services', 'Civil and Sessions Courts', 'District Offices', 'Government Hostels', 'Headquarters Office', 'Integrated Child Development Service (ICDS)', 'Regional Offices', 'Certified Schools and Homes']"
Chittoor,May,2016-17,The dataset provides the details of disbursement of the Chittoor district treasury for the month of May in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'Chittoor', 'May', '2016-17', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Forestry', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Child Welfare', 'Legal Advisors and Counsels', 'Correctional Services', 'Civil and Sessions Courts', 'District Offices', 'Government Hostels', 'Headquarters Office', 'Integrated Child Development Service (ICDS)', 'Regional Offices', 'Certified Schools and Homes']"
Chittoor,June,2016-17,The dataset provides the details of disbursement of the Chittoor district treasury for the month of June in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'Chittoor', 'June', '2016-17', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Forestry', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Child Welfare', 'Legal Advisors and Counsels', 'Correctional Services', 'Civil and Sessions Courts', 'District Offices', 'Government Hostels', 'Headquarters Office', 'Integrated Child Development Service (ICDS)', 'Regional Offices', 'Certified Schools and Homes']"
Chittoor,July,2016-17,The dataset provides the details of disbursement of the Chittoor district treasury for the month of July in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'Chittoor', 'July', '2016-17', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Forestry', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Child Welfare', 'Legal Advisors and Counsels', 'Correctional Services', 'Civil and Sessions Courts', 'District Offices', 'Government Hostels', 'Headquarters Office', 'Integrated Child Development Service (ICDS)', 'Regional Offices', 'Certified Schools and Homes']"
Chittoor,August,2016-17,The dataset provides the details of disbursement of the Chittoor district treasury for the month of August in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'Chittoor', 'August', '2016-17', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Forestry', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Child Welfare', 'Legal Advisors and Counsels', 'Correctional Services', 'Civil and Sessions Courts', 'District Offices', 'Government Hostels', 'Headquarters Office', 'Integrated Child Development Service (ICDS)', 'Regional Offices', 'Certified Schools and Homes']"
Chittoor,September,2016-17,The dataset provides the details of disbursement of the Chittoor district treasury for the month of September in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'Chittoor', 'September', '2016-17', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Forestry', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Child Welfare', 'Legal Advisors and Counsels', 'Correctional Services', 'Civil and Sessions Courts', 'District Offices', 'Government Hostels', 'Headquarters Office', 'Integrated Child Development Service (ICDS)', 'Regional Offices', 'Certified Schools and Homes']"
Chittoor,October,2016-17,The dataset provides the details of disbursement of the Chittoor district treasury for the month of October in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'Chittoor', 'October', '2016-17', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Forestry', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Child Welfare', 'Legal Advisors and Counsels', 'Correctional Services', 'Civil and Sessions Courts', 'District Offices', 'Government Hostels', 'Headquarters Office', 'Integrated Child Development Service (ICDS)', 'Regional Offices', 'Certified Schools and Homes']"
Chittoor,November,2016-17,The dataset provides the details of disbursement of the Chittoor district treasury for the month of November in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'Chittoor', 'November', '2016-17', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Forestry', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Child Welfare', 'Legal Advisors and Counsels', 'Correctional Services', 'Civil and Sessions Courts', 'District Offices', 'Government Hostels', 'Headquarters Office', 'Integrated Child Development Service (ICDS)', 'Regional Offices', 'Certified Schools and Homes']"
Chittoor,December,2016-17,The dataset provides the details of disbursement of the Chittoor district treasury for the month of December in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'Chittoor', 'December', '2016-17', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Forestry', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Child Welfare', 'Legal Advisors and Counsels', 'Correctional Services', 'Civil and Sessions Courts', 'District Offices', 'Government Hostels', 'Headquarters Office', 'Integrated Child Development Service (ICDS)', 'Regional Offices', 'Certified Schools and Homes']"
Chittoor,January,2016-17,The dataset provides the details of disbursement of the Chittoor district treasury for the month of January in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'Chittoor', 'January', '2016-17', 'Medical and Public Health', 'Social Security and Welfare', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Castes', 'Forestry', 'Public Health', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Child Welfare', 'Legal Advisors and Counsels', 'Correctional Services', 'Civil and Sessions Courts', 'District Offices', 'Government Hostels', 'Headquarters Office', 'Integrated Child Development Service (ICDS)', 'Regional Offices', 'Certified Schools and Homes']"
