District,Month,Year,Description,Keywords
Eastgodavari,April,2017-18,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of April in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'April', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Direction and Administration', 'Education', 'Child Welfare', 'Special Police', 'Homeopathy', 'Welfare of Handicapped', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Homeopathic Hospitals and Dispensaries']"
Eastgodavari,May,2017-18,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of May in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'May', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Direction and Administration', 'Education', 'Child Welfare', 'Special Police', 'Homeopathy', 'Welfare of Handicapped', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Homeopathic Hospitals and Dispensaries']"
Eastgodavari,June,2017-18,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of June in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'June', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Direction and Administration', 'Education', 'Child Welfare', 'Special Police', 'Homeopathy', 'Welfare of Handicapped', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Homeopathic Hospitals and Dispensaries']"
Eastgodavari,July,2017-18,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of July in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'July', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Direction and Administration', 'Education', 'Child Welfare', 'Special Police', 'Homeopathy', 'Welfare of Handicapped', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Homeopathic Hospitals and Dispensaries']"
Eastgodavari,August,2017-18,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of August in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'August', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Direction and Administration', 'Education', 'Child Welfare', 'Special Police', 'Homeopathy', 'Welfare of Handicapped', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Homeopathic Hospitals and Dispensaries']"
Eastgodavari,September,2017-18,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of September in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'September', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Direction and Administration', 'Education', 'Child Welfare', 'Special Police', 'Homeopathy', 'Welfare of Handicapped', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Homeopathic Hospitals and Dispensaries']"
Eastgodavari,October,2017-18,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of October in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'October', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Direction and Administration', 'Education', 'Child Welfare', 'Special Police', 'Homeopathy', 'Welfare of Handicapped', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Homeopathic Hospitals and Dispensaries']"
Eastgodavari,November,2017-18,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of November in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'November', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Direction and Administration', 'Education', 'Child Welfare', 'Special Police', 'Homeopathy', 'Welfare of Handicapped', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Homeopathic Hospitals and Dispensaries']"
Eastgodavari,December,2017-18,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of December in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'December', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Direction and Administration', 'Education', 'Child Welfare', 'Special Police', 'Homeopathy', 'Welfare of Handicapped', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Homeopathic Hospitals and Dispensaries']"
Eastgodavari,January,2017-18,The dataset provides the details of disbursement of the Eastgodavari district treasury for the month of January in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Eastgodavari', 'January', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Direction and Administration', 'Education', 'Child Welfare', 'Special Police', 'Homeopathy', 'Welfare of Handicapped', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Homeopathic Hospitals and Dispensaries']"
