District,Month,Year,Description,Keywords
Krishna,April,2017-18,The dataset provides the details of disbursement of the Krishna district treasury for the month of April in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'April', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Administration of Justice', 'Police', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Medical Education, Training and Research', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Civil and Sessions Courts', 'Ayurveda', 'Child Welfare', 'Homeopathy', 'District Offices', 'Government Hostels', 'Headquarters Office', 'Ayurvedic Hospitals and Dispensaries', 'Integrated Child Development Service (ICDS)', 'District Police Force']"
Krishna,May,2017-18,The dataset provides the details of disbursement of the Krishna district treasury for the month of May in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'May', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Administration of Justice', 'Police', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Medical Education, Training and Research', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Civil and Sessions Courts', 'Ayurveda', 'Child Welfare', 'Homeopathy', 'District Offices', 'Government Hostels', 'Headquarters Office', 'Ayurvedic Hospitals and Dispensaries', 'Integrated Child Development Service (ICDS)', 'District Police Force']"
Krishna,June,2017-18,The dataset provides the details of disbursement of the Krishna district treasury for the month of June in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'June', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Administration of Justice', 'Police', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Medical Education, Training and Research', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Civil and Sessions Courts', 'Ayurveda', 'Child Welfare', 'Homeopathy', 'District Offices', 'Government Hostels', 'Headquarters Office', 'Ayurvedic Hospitals and Dispensaries', 'Integrated Child Development Service (ICDS)', 'District Police Force']"
Krishna,July,2017-18,The dataset provides the details of disbursement of the Krishna district treasury for the month of July in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'July', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Administration of Justice', 'Police', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Medical Education, Training and Research', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Civil and Sessions Courts', 'Ayurveda', 'Child Welfare', 'Homeopathy', 'District Offices', 'Government Hostels', 'Headquarters Office', 'Ayurvedic Hospitals and Dispensaries', 'Integrated Child Development Service (ICDS)', 'District Police Force']"
Krishna,August,2017-18,The dataset provides the details of disbursement of the Krishna district treasury for the month of August in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'August', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Administration of Justice', 'Police', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Medical Education, Training and Research', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Civil and Sessions Courts', 'Ayurveda', 'Child Welfare', 'Homeopathy', 'District Offices', 'Government Hostels', 'Headquarters Office', 'Ayurvedic Hospitals and Dispensaries', 'Integrated Child Development Service (ICDS)', 'District Police Force']"
Krishna,September,2017-18,The dataset provides the details of disbursement of the Krishna district treasury for the month of September in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'September', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Administration of Justice', 'Police', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Medical Education, Training and Research', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Civil and Sessions Courts', 'Ayurveda', 'Child Welfare', 'Homeopathy', 'District Offices', 'Government Hostels', 'Headquarters Office', 'Ayurvedic Hospitals and Dispensaries', 'Integrated Child Development Service (ICDS)', 'District Police Force']"
Krishna,October,2017-18,The dataset provides the details of disbursement of the Krishna district treasury for the month of October in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'October', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Administration of Justice', 'Police', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Medical Education, Training and Research', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Civil and Sessions Courts', 'Ayurveda', 'Child Welfare', 'Homeopathy', 'District Offices', 'Government Hostels', 'Headquarters Office', 'Ayurvedic Hospitals and Dispensaries', 'Integrated Child Development Service (ICDS)', 'District Police Force']"
Krishna,November,2017-18,The dataset provides the details of disbursement of the Krishna district treasury for the month of November in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'November', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Administration of Justice', 'Police', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Medical Education, Training and Research', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Civil and Sessions Courts', 'Ayurveda', 'Child Welfare', 'Homeopathy', 'District Offices', 'Government Hostels', 'Headquarters Office', 'Ayurvedic Hospitals and Dispensaries', 'Integrated Child Development Service (ICDS)', 'District Police Force']"
Krishna,December,2017-18,The dataset provides the details of disbursement of the Krishna district treasury for the month of December in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'December', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Administration of Justice', 'Police', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Medical Education, Training and Research', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Civil and Sessions Courts', 'Ayurveda', 'Child Welfare', 'Homeopathy', 'District Offices', 'Government Hostels', 'Headquarters Office', 'Ayurvedic Hospitals and Dispensaries', 'Integrated Child Development Service (ICDS)', 'District Police Force']"
Krishna,January,2017-18,The dataset provides the details of disbursement of the Krishna district treasury for the month of January in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'Krishna', 'January', '2017-18', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Administration of Justice', 'Police', 'Social Welfare', 'Public Health', 'Welfare of Scheduled Castes', 'Medical Education, Training and Research', 'Secondary Education', 'Welfare of Backward Classes', 'Direction and Administration', 'Education', 'Civil and Sessions Courts', 'Ayurveda', 'Child Welfare', 'Homeopathy', 'District Offices', 'Government Hostels', 'Headquarters Office', 'Ayurvedic Hospitals and Dispensaries', 'Integrated Child Development Service (ICDS)', 'District Police Force']"
