District,Month,Year,Description,Keywords
East Godavari,April,2016-17,The dataset provides the details of disbursement of the East Godavari district treasury for the month of April in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'April', '2016-17', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Public Health', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Homeopathy', 'Child Welfare', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Integrated Child Development Service (ICDS)']"
East Godavari,May,2016-17,The dataset provides the details of disbursement of the East Godavari district treasury for the month of May in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'May', '2016-17', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Public Health', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Homeopathy', 'Child Welfare', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Integrated Child Development Service (ICDS)']"
East Godavari,June,2016-17,The dataset provides the details of disbursement of the East Godavari district treasury for the month of June in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'June', '2016-17', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Public Health', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Homeopathy', 'Child Welfare', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Integrated Child Development Service (ICDS)']"
East Godavari,July,2016-17,The dataset provides the details of disbursement of the East Godavari district treasury for the month of July in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'July', '2016-17', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Public Health', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Homeopathy', 'Child Welfare', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Integrated Child Development Service (ICDS)']"
East Godavari,August,2016-17,The dataset provides the details of disbursement of the East Godavari district treasury for the month of August in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'August', '2016-17', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Public Health', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Homeopathy', 'Child Welfare', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Integrated Child Development Service (ICDS)']"
East Godavari,September,2016-17,The dataset provides the details of disbursement of the East Godavari district treasury for the month of September in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'September', '2016-17', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Public Health', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Homeopathy', 'Child Welfare', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Integrated Child Development Service (ICDS)']"
East Godavari,October,2016-17,The dataset provides the details of disbursement of the East Godavari district treasury for the month of October in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'October', '2016-17', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Public Health', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Homeopathy', 'Child Welfare', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Integrated Child Development Service (ICDS)']"
East Godavari,November,2016-17,The dataset provides the details of disbursement of the East Godavari district treasury for the month of November in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'November', '2016-17', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Public Health', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Homeopathy', 'Child Welfare', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Integrated Child Development Service (ICDS)']"
East Godavari,December,2016-17,The dataset provides the details of disbursement of the East Godavari district treasury for the month of December in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'December', '2016-17', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Public Health', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Homeopathy', 'Child Welfare', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Integrated Child Development Service (ICDS)']"
East Godavari,January,2016-17,The dataset provides the details of disbursement of the East Godavari district treasury for the month of January in the fiscal year 2016-17.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'January', '2016-17', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'General Education', 'Administration of Justice', 'Police', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Public Health', 'Direction and Administration', 'Education', 'Special Police', 'Legal Advisors and Counsels', 'Homeopathy', 'Child Welfare', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'District Police Force', 'Integrated Child Development Service (ICDS)']"
