District,Month,Year,Description,Keywords
East Godavari,April,2015-16,The dataset provides the details of disbursement of the East Godavari district treasury for the month of April in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'April', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Surveys and Statistics', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'Direction and Administration', 'Education', 'Special Police', 'Polytechnics', 'Child Welfare', 'Homeopathy', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'Special Criminal Courts dealing with Offences under the IPC Civil Rights Act,1955 against SC ST', 'District Police Force']"
East Godavari,May,2015-16,The dataset provides the details of disbursement of the East Godavari district treasury for the month of May in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'May', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Surveys and Statistics', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'Direction and Administration', 'Education', 'Special Police', 'Polytechnics', 'Child Welfare', 'Homeopathy', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'Special Criminal Courts dealing with Offences under the IPC Civil Rights Act,1955 against SC ST', 'District Police Force']"
East Godavari,June,2015-16,The dataset provides the details of disbursement of the East Godavari district treasury for the month of June in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'June', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Surveys and Statistics', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'Direction and Administration', 'Education', 'Special Police', 'Polytechnics', 'Child Welfare', 'Homeopathy', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'Special Criminal Courts dealing with Offences under the IPC Civil Rights Act,1955 against SC ST', 'District Police Force']"
East Godavari,July,2015-16,The dataset provides the details of disbursement of the East Godavari district treasury for the month of July in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'July', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Surveys and Statistics', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'Direction and Administration', 'Education', 'Special Police', 'Polytechnics', 'Child Welfare', 'Homeopathy', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'Special Criminal Courts dealing with Offences under the IPC Civil Rights Act,1955 against SC ST', 'District Police Force']"
East Godavari,August,2015-16,The dataset provides the details of disbursement of the East Godavari district treasury for the month of August in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'August', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Surveys and Statistics', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'Direction and Administration', 'Education', 'Special Police', 'Polytechnics', 'Child Welfare', 'Homeopathy', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'Special Criminal Courts dealing with Offences under the IPC Civil Rights Act,1955 against SC ST', 'District Police Force']"
East Godavari,September,2015-16,The dataset provides the details of disbursement of the East Godavari district treasury for the month of September in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'September', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Surveys and Statistics', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'Direction and Administration', 'Education', 'Special Police', 'Polytechnics', 'Child Welfare', 'Homeopathy', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'Special Criminal Courts dealing with Offences under the IPC Civil Rights Act,1955 against SC ST', 'District Police Force']"
East Godavari,October,2015-16,The dataset provides the details of disbursement of the East Godavari district treasury for the month of October in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'October', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Surveys and Statistics', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'Direction and Administration', 'Education', 'Special Police', 'Polytechnics', 'Child Welfare', 'Homeopathy', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'Special Criminal Courts dealing with Offences under the IPC Civil Rights Act,1955 against SC ST', 'District Police Force']"
East Godavari,November,2015-16,The dataset provides the details of disbursement of the East Godavari district treasury for the month of November in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'November', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Surveys and Statistics', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'Direction and Administration', 'Education', 'Special Police', 'Polytechnics', 'Child Welfare', 'Homeopathy', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'Special Criminal Courts dealing with Offences under the IPC Civil Rights Act,1955 against SC ST', 'District Police Force']"
East Godavari,December,2015-16,The dataset provides the details of disbursement of the East Godavari district treasury for the month of December in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'December', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Surveys and Statistics', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'Direction and Administration', 'Education', 'Special Police', 'Polytechnics', 'Child Welfare', 'Homeopathy', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'Special Criminal Courts dealing with Offences under the IPC Civil Rights Act,1955 against SC ST', 'District Police Force']"
East Godavari,January,2015-16,The dataset provides the details of disbursement of the East Godavari district treasury for the month of January in the fiscal year 2015-16.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'January', '2015-16', 'Medical and Public Health', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'General Education', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Surveys and Statistics', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'Direction and Administration', 'Education', 'Special Police', 'Polytechnics', 'Child Welfare', 'Homeopathy', 'District Offices', 'Headquarters Office', 'Regional Offices', 'Government Hostels', 'Special Criminal Courts dealing with Offences under the IPC Civil Rights Act,1955 against SC ST', 'District Police Force']"
