District,Month,Year,Description,Keywords
East Godavari,April,2017-18,The dataset provides the details of disbursement of the East Godavari district treasury for the month of April in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'April', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Direction and Administration', 'Education', 'Child Welfare', 'Special Police', 'Homeopathy', 'Welfare of Handicapped', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Homeopathic Hospitals and Dispensaries']"
East Godavari,May,2017-18,The dataset provides the details of disbursement of the East Godavari district treasury for the month of May in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'May', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Direction and Administration', 'Education', 'Child Welfare', 'Special Police', 'Homeopathy', 'Welfare of Handicapped', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Homeopathic Hospitals and Dispensaries']"
East Godavari,June,2017-18,The dataset provides the details of disbursement of the East Godavari district treasury for the month of June in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'June', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Direction and Administration', 'Education', 'Child Welfare', 'Special Police', 'Homeopathy', 'Welfare of Handicapped', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Homeopathic Hospitals and Dispensaries']"
East Godavari,July,2017-18,The dataset provides the details of disbursement of the East Godavari district treasury for the month of July in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'July', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Direction and Administration', 'Education', 'Child Welfare', 'Special Police', 'Homeopathy', 'Welfare of Handicapped', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Homeopathic Hospitals and Dispensaries']"
East Godavari,August,2017-18,The dataset provides the details of disbursement of the East Godavari district treasury for the month of August in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'August', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Direction and Administration', 'Education', 'Child Welfare', 'Special Police', 'Homeopathy', 'Welfare of Handicapped', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Homeopathic Hospitals and Dispensaries']"
East Godavari,September,2017-18,The dataset provides the details of disbursement of the East Godavari district treasury for the month of September in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'September', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Direction and Administration', 'Education', 'Child Welfare', 'Special Police', 'Homeopathy', 'Welfare of Handicapped', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Homeopathic Hospitals and Dispensaries']"
East Godavari,October,2017-18,The dataset provides the details of disbursement of the East Godavari district treasury for the month of October in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'October', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Direction and Administration', 'Education', 'Child Welfare', 'Special Police', 'Homeopathy', 'Welfare of Handicapped', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Homeopathic Hospitals and Dispensaries']"
East Godavari,November,2017-18,The dataset provides the details of disbursement of the East Godavari district treasury for the month of November in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'November', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Direction and Administration', 'Education', 'Child Welfare', 'Special Police', 'Homeopathy', 'Welfare of Handicapped', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Homeopathic Hospitals and Dispensaries']"
East Godavari,December,2017-18,The dataset provides the details of disbursement of the East Godavari district treasury for the month of December in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'December', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Direction and Administration', 'Education', 'Child Welfare', 'Special Police', 'Homeopathy', 'Welfare of Handicapped', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Homeopathic Hospitals and Dispensaries']"
East Godavari,January,2017-18,The dataset provides the details of disbursement of the East Godavari district treasury for the month of January in the fiscal year 2017-18.,"['District Treasury', 'Andhra Pradesh', 'East Godavari', 'January', '2017-18', 'Medical and Public Health', 'General Education', 'Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities', 'Social Security and Welfare', 'Police', 'Administration of Justice', 'Social Welfare', 'Welfare of Scheduled Tribes', 'Secondary Education', 'Public Health', 'Welfare of Scheduled Castes', 'University and Higher Education', 'Direction and Administration', 'Education', 'Child Welfare', 'Special Police', 'Homeopathy', 'Welfare of Handicapped', 'District Offices', 'Regional Offices', 'Government Hostels', 'Integrated Child Development Service (ICDS)', 'District Police Force', 'Homeopathic Hospitals and Dispensaries']"
